pose_id,x_nose,y_nose,z_nose,x_left_eye_inner,y_left_eye_inner,z_left_eye_inner,x_left_eye,y_left_eye,z_left_eye,x_left_eye_outer,y_left_eye_outer,z_left_eye_outer,x_right_eye_inner,y_right_eye_inner,z_right_eye_inner,x_right_eye,y_right_eye,z_right_eye,x_right_eye_outer,y_right_eye_outer,z_right_eye_outer,x_left_ear,y_left_ear,z_left_ear,x_right_ear,y_right_ear,z_right_ear,x_mouth_left,y_mouth_left,z_mouth_left,x_mouth_right,y_mouth_right,z_mouth_right,x_left_shoulder,y_left_shoulder,z_left_shoulder,x_right_shoulder,y_right_shoulder,z_right_shoulder,x_left_elbow,y_left_elbow,z_left_elbow,x_right_elbow,y_right_elbow,z_right_elbow,x_left_wrist,y_left_wrist,z_left_wrist,x_right_wrist,y_right_wrist,z_right_wrist,x_left_pinky_1,y_left_pinky_1,z_left_pinky_1,x_right_pinky_1,y_right_pinky_1,z_right_pinky_1,x_left_index_1,y_left_index_1,z_left_index_1,x_right_index_1,y_right_index_1,z_right_index_1,x_left_thumb_2,y_left_thumb_2,z_left_thumb_2,x_right_thumb_2,y_right_thumb_2,z_right_thumb_2,x_left_hip,y_left_hip,z_left_hip,x_right_hip,y_right_hip,z_right_hip,x_left_knee,y_left_knee,z_left_knee,x_right_knee,y_right_knee,z_right_knee,x_left_ankle,y_left_ankle,z_left_ankle,x_right_ankle,y_right_ankle,z_right_ankle,x_left_heel,y_left_heel,z_left_heel,x_right_heel,y_right_heel,z_right_heel,x_left_foot_index,y_left_foot_index,z_left_foot_index,x_right_foot_index,y_right_foot_index,z_right_foot_index
315,-1.268487,-58.132423,-44.296196,-5.080202,-61.833237,-44.763184,-3.391857,-62.72103,-44.72874,-2.346578,-64.45553,-44.836864,-7.248117,-59.339905,-42.888157,-8.631158,-61.027287,-43.267784,-9.416885,-61.014523,-41.26363,0.2388442,-63.254086,-36.197754,-8.5817,-59.44341,-28.933718,-2.3388367,-54.093925,-40.580814,-7.9496255,-52.565216,-37.658016,8.35776,-40.42435,-23.491594,-8.664093,-38.83824,-22.445269,9.728992,-17.299511,-9.378622,-10.835402,-14.187789,-13.951914,10.714009,-4.7035275,-13.912663,-11.063827,0.59426904,-19.653805,9.455524,2.3288496,-14.777045,-13.862377,7.5003624,-22.699484,10.881793,1.8103396,-15.279003,-11.941792,6.7109046,-21.137812,9.602059,5.607939,-24.358885,-9.049552,3.868378,-26.371553,6.098434,6.323622,-4.361654,-4.5027285,6.532373,4.308475,5.835815,41.97271,51.065617,-1.9665678,43.335316,47.77017,3.2161655,32.931618,56.7234,-2.3068485,40.737133,51.615574,6.2401624,47.3362,51.058525,1.2003554,45.227512,41.577724,5.469209,45.531475,49.925125,-0.58396214,46.51914,41.528313
316,-0.5791585,-58.18539,-44.805035,-3.6917346,-63.410645,-43.567963,-2.8886375,-63.103203,-44.47896,-1.5146224,-64.758224,-44.29072,-6.6126504,-61.498425,-43.317806,-6.5173125,-60.54986,-43.470722,-9.971418,-63.092743,-42.53653,-0.47188494,-64.22276,-35.95028,-9.483848,-59.46083,-29.124834,-4.8951106,-53.80298,-40.09953,-7.5311084,-52.610847,-37.787106,7.7633305,-41.194542,-23.783192,-9.464349,-39.669975,-22.780458,8.794643,-15.876824,-11.218141,-12.660739,-15.550165,-14.222103,9.503299,-3.9029453,-13.014934,-11.399613,-0.4123155,-20.982283,9.32137,4.0406184,-15.204772,-11.896283,7.6387777,-21.621702,10.055954,2.3606813,-13.525981,-10.420608,6.988057,-22.33187,9.237053,5.2023535,-24.940256,-9.07912,6.205562,-25.786661,5.274992,7.9831705,-2.2329187,-4.9886503,6.4308515,6.633601,5.2257676,41.32718,52.21218,-2.1437721,43.698784,45.83739,4.7300434,34.38837,56.81981,-1.3642735,39.529484,51.366978,6.772541,44.984253,50.280903,0.6220694,46.765995,41.68007,4.5523763,45.00129,50.642006,0.92129105,46.38252,41.508495
317,-0.5757447,-59.29044,-45.0257,-4.3631372,-64.77141,-43.80489,-2.4274378,-63.46295,-43.736416,-0.023041368,-64.12465,-43.88747,-7.3292665,-61.52891,-44.474632,-7.4816837,-61.60276,-42.24781,-9.346946,-61.023026,-43.395794,0.174256,-62.005875,-34.575363,-8.732815,-57.875755,-30.006414,-3.7694309,-53.535538,-40.16013,-7.2111855,-53.403297,-38.99764,7.8418946,-41.689423,-22.774755,-9.207704,-39.304493,-23.361975,9.0446,-17.807821,-10.789373,-11.942582,-15.10689,-14.508347,9.51869,-6.379954,-12.260604,-10.973239,2.1056266,-19.107403,9.429605,3.7841895,-15.500948,-13.079392,6.293379,-21.58292,10.222216,3.2986398,-14.804814,-12.722778,6.4573555,-23.4968,10.123019,5.970797,-23.4361,-8.6567955,6.422223,-25.564621,4.4175644,6.4265885,-3.0711348,-4.8131576,6.6544037,5.052561,6.219974,42.23611,52.490265,-2.6118145,43.198444,47.56099,3.7639601,33.525444,58.097687,-2.2555692,41.965813,50.70872,6.7155666,45.508343,49.870655,-0.22376123,46.549805,39.782787,7.2145014,45.98153,49.75107,-0.048411667,44.85778,40.721703
318,-0.5658876,-57.722076,-45.749928,-3.59473,-62.478775,-44.769505,-3.464662,-63.524704,-44.035667,-0.411121,-64.993645,-43.29495,-6.6725454,-59.828636,-43.377514,-7.6933837,-61.301155,-41.722157,-8.878668,-61.55105,-43.78285,-0.08235118,-62.5355,-36.727688,-7.6086874,-59.024136,-29.153028,-4.2950296,-54.738,-40.6545,-7.389506,-54.04247,-38.967274,7.025351,-39.8538,-24.069473,-9.30902,-38.045685,-24.201805,9.575216,-17.079597,-10.785507,-12.224534,-15.546991,-14.175237,9.437851,-5.3056846,-13.893614,-10.192445,0.7893402,-20.151325,9.208403,4.4947376,-15.093541,-11.940707,8.48594,-22.702858,9.958444,1.5124861,-14.404729,-11.33202,7.745281,-22.279179,9.280393,7.368918,-25.402296,-9.883271,5.9728045,-27.36081,4.9674416,7.4641476,-3.088528,-4.797325,6.039605,5.1179905,5.36049,40.982086,52.02666,-2.0777316,41.665924,46.564262,3.155898,35.50968,56.65244,-0.8754438,41.058918,51.65659,6.4782715,44.67031,50.758804,-1.3305866,45.04541,41.641415,5.785732,46.12226,49.335846,-0.92860764,47.020046,41.518856
319,0.30401704,-58.1821,-45.316647,-3.6422935,-63.653496,-43.74496,-3.0990622,-63.31395,-43.642838,-2.608406,-64.223694,-44.535477,-7.5057435,-61.81735,-41.59517,-8.487168,-60.831547,-43.254402,-7.573013,-61.192352,-42.71655,-0.9503731,-63.200348,-35.062298,-8.824369,-58.579712,-28.650604,-3.5522137,-53.388515,-42.304535,-7.196061,-53.613224,-39.093597,8.682645,-41.135994,-24.414936,-9.784771,-40.062805,-23.072271,10.125832,-18.73896,-10.942943,-11.486198,-15.529233,-12.613609,11.038357,-5.21929,-13.18353,-9.495129,-0.9791317,-20.410688,8.410018,2.5808651,-15.081839,-11.676656,6.5275984,-20.823908,8.974529,1.8856874,-13.729969,-10.893452,7.1415453,-21.406305,8.197316,5.9716773,-25.16813,-9.439179,6.7375283,-25.595137,4.4556055,6.291609,-3.984089,-4.2728906,5.682921,4.6240053,5.864148,43.3815,52.22069,-0.83424824,42.92116,46.55746,4.5843067,33.13006,57.15814,-1.1413761,39.443073,50.78901,7.126358,45.052227,50.35899,0.061207075,45.384327,41.220554,4.8608627,44.620213,50.640404,0.6047268,46.028797,42.871407
320,-0.26682672,-56.84368,-45.08066,-3.290631,-61.57569,-45.101376,-3.1113048,-63.66874,-43.38608,-1.5840528,-63.89033,-43.548737,-7.1967134,-62.12811,-42.41441,-7.9340405,-60.56091,-42.614258,-11.02623,-60.791187,-43.641098,1.0843304,-63.230682,-36.009808,-9.90149,-57.098534,-30.324501,-2.216147,-55.88456,-40.515842,-5.5324097,-51.693615,-39.006733,6.7770844,-41.31672,-22.576492,-8.222189,-37.41165,-22.784353,10.226681,-16.193819,-12.140799,-10.990246,-13.962133,-15.437566,9.074101,-5.7250733,-12.917838,-8.863039,2.2090292,-19.27389,9.727371,3.547442,-15.230257,-12.836186,6.828194,-21.502298,9.991302,1.2498239,-13.221695,-8.92893,6.4812346,-22.472382,9.877125,7.4522953,-24.792774,-10.34831,5.9222064,-25.586302,5.101302,5.569919,-4.1065598,-2.9192722,5.07261,4.111976,4.767631,43.444244,52.746483,-0.36977714,43.00725,46.95868,4.280563,36.144135,57.033745,-0.98972154,41.313446,52.178017,5.1626034,45.57444,49.113678,-1.1342906,46.80353,42.125435,5.8527603,46.624943,50.818123,-0.93969357,44.31554,42.09958
321,-0.02235304,-57.399754,-44.258614,-4.2427115,-64.35584,-42.995655,-3.377634,-63.987103,-43.078793,-1.8736304,-63.62361,-43.266556,-6.464715,-59.526615,-44.03883,-7.4711585,-60.24117,-43.9789,-9.471014,-61.257088,-43.29327,0.82292646,-63.042694,-35.438663,-9.528198,-60.199562,-29.069164,-2.4758792,-54.0944,-40.604603,-6.4178324,-53.158295,-38.867104,7.2408843,-39.572292,-24.084038,-8.8254,-40.026478,-23.74976,8.58791,-17.853596,-10.901011,-11.8368225,-15.034191,-13.498401,8.8582735,-4.8775196,-12.508274,-10.964771,-0.36924028,-20.08773,10.212896,3.4049344,-14.461342,-11.691657,6.6194763,-21.190262,10.217117,1.9995741,-13.715414,-11.6546955,6.204065,-22.186922,8.090397,4.873062,-23.375359,-10.012856,6.174876,-25.732502,3.1965022,4.597615,-4.3191366,-4.608984,5.7566586,4.4716406,5.8923817,41.8979,51.223576,-0.77895176,43.696835,48.034595,3.0977345,34.956596,56.31475,-1.0648282,40.694977,49.516693,6.1696744,46.30152,50.705635,1.496859,47.064014,42.360718,5.578964,46.5488,50.193226,-0.058985244,46.812847,41.93239
322,1.2395965,-59.294807,-44.84558,-3.685432,-63.004677,-43.897274,-2.893548,-62.924187,-42.905865,-2.6615548,-63.254356,-43.78563,-5.9683895,-62.172604,-42.295475,-8.008045,-60.6739,-44.340843,-8.670676,-60.69532,-44.57005,-0.15480936,-62.47837,-36.515274,-9.664622,-59.360073,-28.649084,-3.4136803,-54.15249,-41.69768,-6.3758225,-52.791107,-38.280712,7.142758,-41.537884,-23.037027,-8.8445215,-38.880043,-21.880005,11.127807,-18.669125,-11.625218,-10.919428,-13.811822,-13.816256,10.563818,-4.878879,-12.794188,-10.66585,-0.4793347,-21.344152,10.370474,2.371162,-14.6410475,-12.97927,7.8406982,-21.94394,10.256031,2.5702856,-13.296878,-10.281553,7.748622,-21.43031,9.115703,6.8437138,-23.794025,-10.653297,5.4114656,-25.158844,4.4998217,6.95264,-4.922225,-5.159649,6.006088,5.047166,5.1095557,41.512115,51.03486,-1.0436721,42.745365,45.99013,3.3163965,32.93864,57.433598,-1.1196334,42.14095,51.468967,6.0906014,46.06178,49.734093,-0.8637132,47.350063,42.294918,4.627381,45.90718,49.224808,-1.1007148,45.582542,41.0859
323,-0.58744144,-56.99045,-45.440468,-4.7588816,-63.00831,-44.70653,-3.1335766,-62.284004,-43.88822,-0.24400592,-63.63734,-44.522697,-7.1474376,-61.526665,-42.856297,-8.733944,-59.30896,-43.9954,-10.847675,-60.3265,-43.166363,0.27758378,-61.72137,-34.982,-7.5793266,-57.65715,-30.128075,-1.8630153,-54.45115,-41.40272,-8.442686,-53.551556,-38.51693,8.138856,-40.8781,-25.095846,-8.946987,-38.941185,-23.074184,9.12216,-17.30456,-10.726958,-12.011158,-14.182532,-12.783049,10.20118,-4.8470383,-12.448124,-12.887888,0.012328327,-18.878483,10.400015,3.2468896,-15.858196,-11.639521,8.2102375,-21.036337,9.544495,1.9171896,-14.85528,-12.088373,6.7429914,-22.134586,9.022021,5.6321774,-24.4776,-10.58605,6.4880867,-25.908058,4.9036336,6.0072975,-2.5778575,-4.453862,6.402871,3.7157478,4.9572797,41.76804,51.08015,0.19311035,43.129017,46.47878,4.0545774,34.575817,56.19603,-0.43990117,40.277733,49.8016,6.4541445,45.597168,49.79733,-1.7399775,46.17676,40.864777,6.3849363,45.864697,50.33095,0.19044015,45.930412,42.48307
324,0.72926545,-58.475464,-46.54692,-2.7147393,-63.966507,-44.768524,-3.103528,-63.703793,-44.713432,-1.3254929,-63.341923,-44.92756,-6.2096605,-60.17985,-43.028557,-8.434863,-60.95773,-42.29934,-9.602242,-59.58479,-42.664223,-0.6939146,-64.200035,-36.78432,-10.295413,-58.945095,-29.474142,-2.9471862,-54.050503,-40.782433,-6.204826,-53.248566,-40.357754,7.6166973,-41.08816,-23.332104,-8.657788,-39.444305,-20.655718,11.186394,-16.74314,-10.873576,-10.106653,-14.64493,-14.349334,10.109403,-5.2127504,-13.629482,-10.617935,-0.28649127,-20.210806,10.18046,3.1370318,-14.770464,-12.877582,6.2665157,-22.579767,9.583299,1.2726476,-13.555819,-10.790219,6.8797703,-22.263155,9.597357,6.0895367,-24.054714,-10.106884,6.626133,-25.285673,6.1481237,7.4426646,-3.419325,-3.952639,5.76955,4.630976,5.9815497,42.471527,50.666386,-1.6194754,44.073856,47.183872,2.8328643,34.05011,56.94613,-1.3045988,41.80842,51.380432,6.4974923,44.747707,50.45183,-1.6230904,45.857906,40.012657,6.6711116,46.16841,49.960793,2.0972712,45.955097,42.908764
325,-0.6435948,-56.457718,-44.256298,-4.2972627,-62.062454,-42.86098,-2.8295624,-62.701984,-43.69097,-2.3039296,-64.58408,-44.640823,-5.914034,-61.16188,-42.29583,-7.836373,-61.208126,-43.72169,-7.744815,-62.384247,-42.202602,0.5575935,-61.042263,-36.019028,-10.054106,-58.952335,-27.950268,-3.2710967,-54.24929,-40.36179,-7.8994536,-52.51528,-39.95992,7.419639,-41.39247,-24.338768,-9.197321,-37.723064,-23.319399,10.66977,-17.596344,-11.929377,-9.79507,-13.659133,-13.841216,10.711262,-6.2046266,-13.599929,-10.956413,0.8817425,-20.652868,10.47246,2.168983,-15.617501,-11.820719,7.3554707,-22.611156,10.817813,1.2772905,-13.00184,-9.938723,9.00388,-22.205297,8.889164,5.6349115,-26.196016,-10.496813,6.232457,-26.878006,3.9391246,6.890265,-3.498696,-4.099183,7.254977,3.4674525,5.147403,41.974716,51.735058,-1.6468744,43.574043,46.745266,4.232457,33.432823,57.833786,-1.6179318,40.157017,49.04321,6.390323,46.640755,50.575417,1.8688473,47.78796,41.05211,6.2772956,46.64279,50.287212,-0.219226,46.50657,42.810604
326,-0.6448289,-58.764446,-45.131016,-2.7444048,-64.406815,-43.270226,-2.6425488,-63.071075,-45.148453,-3.3441215,-64.38012,-43.94955,-7.767327,-59.6324,-42.80513,-8.201828,-61.785168,-43.395798,-9.175461,-61.210533,-43.69955,-1.0623072,-63.94679,-35.472984,-9.731865,-60.782825,-29.24514,-2.9916914,-54.13613,-41.202908,-7.1817946,-52.492786,-39.34463,7.051224,-41.310986,-25.364538,-9.937593,-39.465973,-23.666292,10.883943,-18.008745,-10.610023,-12.014403,-14.676257,-13.615181,9.7635355,-6.491448,-14.078771,-12.5551,0.33494622,-20.101234,9.389047,3.6384506,-14.100666,-11.961495,7.1030364,-24.505074,9.730339,1.9550527,-14.346735,-10.472802,7.4065485,-22.064245,7.7946234,6.6574006,-25.047838,-9.976233,5.8115363,-25.55675,5.799021,6.2876554,-4.4574084,-4.684273,7.151365,4.5921865,4.8246336,44.198673,51.15422,-1.5676569,43.582325,45.65511,3.2658443,33.59518,57.101925,-0.08921623,40.690826,51.070576,6.515965,44.485104,50.594902,1.3255072,45.975513,41.619408,7.009864,46.57681,50.05787,-0.10841765,46.286427,41.78458
327,-0.78591377,-58.532322,-45.193157,-4.4804797,-62.78729,-44.991653,-4.2048492,-62.943096,-43.336224,-0.77152884,-63.689373,-44.58192,-6.977478,-58.93827,-43.1438,-7.7887807,-60.585033,-42.361893,-10.125228,-61.00222,-43.3251,0.029452443,-61.411224,-35.913307,-9.434506,-59.491985,-30.715292,-2.516623,-54.855694,-42.336933,-8.543693,-53.827187,-38.066647,8.834362,-39.82629,-23.56928,-9.492294,-39.147778,-22.99679,10.36784,-17.099472,-10.285984,-12.345605,-13.913699,-13.647023,10.438787,-4.610501,-13.7130375,-10.596581,1.1979077,-19.68361,10.188864,4.155064,-15.268532,-12.986587,5.443756,-22.365343,10.6708975,3.3670614,-14.23941,-10.589676,7.031029,-20.785109,9.728456,5.6960554,-26.419188,-11.6834755,7.5406957,-26.501501,4.263093,6.1082664,-4.8820453,-6.59942,5.6143594,4.6435175,5.217614,43.017807,51.182346,-0.61494726,41.40593,47.49145,3.890669,33.38143,56.707455,-2.1691318,39.85947,50.380127,6.4790287,45.030968,50.80536,-0.7470968,45.30123,40.969685,5.866256,46.086433,50.924133,-0.76953155,46.73902,41.15641
328,-0.46113634,-58.52215,-44.55855,-4.448132,-62.96608,-44.819386,-3.1621401,-63.03573,-44.531345,-1.6805542,-66.9419,-43.69089,-5.9437013,-60.629036,-42.28529,-7.649208,-60.968487,-41.797462,-7.8866253,-61.792637,-43.766262,-0.3782093,-63.132637,-36.087864,-8.751423,-59.340576,-29.355015,-2.5198348,-53.327953,-40.283134,-6.8534966,-52.981686,-39.010113,8.792199,-39.990677,-22.95374,-8.583911,-39.086594,-24.217613,10.455281,-17.677774,-11.92859,-11.992459,-15.337733,-15.054281,9.777894,-4.7148676,-12.66763,-10.625912,0.13347042,-19.53491,10.86683,3.051452,-15.377927,-12.586059,6.0085354,-22.625671,10.487272,0.66736066,-13.941466,-11.811761,6.6803265,-21.69441,9.349493,6.6864543,-24.469446,-9.763128,5.946572,-26.256193,5.711428,6.7936,-5.3598356,-4.92112,4.5116696,5.200651,6.033632,43.924236,52.428116,-1.0533872,42.736477,48.139374,5.1875215,34.172443,58.459373,-1.3226358,41.55384,51.29303,6.169031,47.336807,50.51597,-1.3474257,45.01751,41.112633,5.260896,45.909184,50.580936,0.18979257,45.19435,40.772465
329,0.43759957,-57.232002,-44.07141,-3.246687,-63.29899,-44.73133,-2.6400921,-62.30018,-43.26491,-1.8512427,-63.81679,-43.689766,-7.9108334,-60.453148,-43.73376,-8.043033,-60.982693,-44.287518,-9.302576,-62.41603,-43.214924,-1.6874179,-62.58427,-37.499134,-9.384853,-59.704098,-30.276588,-1.8947005,-54.521156,-41.43475,-8.141618,-52.36179,-40.610092,8.577049,-40.64991,-23.83455,-9.2828865,-39.302185,-21.799719,9.669031,-17.887802,-12.635984,-10.604511,-14.18561,-13.587793,10.142175,-6.0877447,-14.030806,-12.04221,0.99435276,-19.718433,8.14924,3.6960557,-15.823422,-12.194347,6.3673353,-23.947645,9.593676,3.1961446,-14.520949,-10.16408,5.564767,-21.810474,9.572057,5.642337,-26.288525,-9.490112,6.3617806,-25.28714,5.8382545,6.460837,-3.2577405,-5.192171,5.473339,5.3177147,5.4047065,41.965786,51.293594,-1.4513313,42.69124,46.542374,4.7954674,33.90434,56.82018,-1.4541794,41.60568,50.533615,6.6252584,45.498264,50.21457,-0.86947423,46.651382,40.950924,5.1961417,45.91419,48.435036,0.8588239,46.88318,42.73095
330,-0.54447293,-57.08035,-45.083084,-4.4517827,-62.512886,-43.901855,-3.397234,-62.933945,-44.470127,-1.1017473,-64.28192,-43.85522,-6.654141,-62.56862,-43.977013,-6.520647,-59.82545,-42.735966,-10.00783,-62.40464,-43.817467,1.7193253,-62.834324,-36.38967,-8.071451,-60.16914,-28.838587,-2.6394715,-53.368,-40.5128,-7.711843,-53.35347,-38.9161,6.935672,-40.411987,-23.835835,-6.993312,-38.652153,-21.535559,10.926531,-18.498667,-10.681745,-12.031791,-13.969498,-12.782336,10.296596,-4.8326707,-12.560711,-11.721012,1.5857413,-18.71426,10.529021,3.2030659,-15.613052,-12.283356,8.245033,-22.602055,10.826646,1.825143,-13.425688,-9.142935,8.418759,-21.17389,8.2501,5.3699746,-24.65174,-10.040955,5.1347823,-26.022047,4.4100914,6.649464,-4.2682385,-4.6901774,6.857581,4.5589733,5.111559,42.310444,52.73794,-1.2012231,43.356735,48.184948,3.5606039,35.185146,57.385586,-0.09246665,41.073483,50.590736,5.0795097,45.965195,50.09259,0.29800066,46.668575,40.759747,6.3398857,44.987644,49.456287,-0.5784155,45.977314,41.045567
331,1.0477046,-59.498493,-45.450962,-5.239101,-63.08936,-44.784412,-1.5890973,-62.912567,-43.03538,-2.8788753,-63.444523,-44.21258,-6.394035,-61.333866,-42.3059,-8.039568,-60.5692,-43.204403,-9.195827,-61.357708,-42.825672,-0.7641412,-62.79062,-35.16525,-9.249339,-60.211926,-28.743422,-4.2924376,-53.07212,-40.500427,-7.6471267,-51.78812,-38.224655,8.1935,-41.023277,-24.464838,-10.611412,-39.493465,-23.09129,9.832319,-18.815243,-12.10991,-10.653103,-13.660651,-14.591747,10.152305,-5.9618516,-13.69902,-11.381452,0.9470723,-19.458792,10.162124,3.2645357,-15.893351,-13.188076,7.475139,-22.637188,9.904133,3.169703,-14.185569,-11.5838585,5.763553,-21.167713,8.973995,6.223819,-24.410643,-9.16286,5.5039883,-25.479433,5.4694695,7.741794,-4.8549104,-4.671132,6.090653,5.0738773,5.392135,43.6428,51.91623,-1.5516181,42.898018,47.39109,3.1719413,35.69274,56.354893,-0.33098745,42.37067,50.22834,5.862431,45.534416,49.117523,0.2779847,46.27541,41.245384,6.0742836,46.287926,48.45877,0.06491866,46.829865,42.093193
332,-1.2917284,-58.274445,-45.538853,-4.0860276,-64.19343,-44.04792,-2.8917432,-61.567406,-43.81135,-2.928356,-63.664803,-42.139904,-6.659736,-60.7899,-43.56903,-8.788938,-61.716663,-43.06976,-8.131225,-60.93078,-43.25186,0.3914865,-63.536636,-36.161644,-9.672519,-58.51285,-27.260683,-3.6547136,-53.65073,-40.74333,-7.611249,-52.11477,-38.656315,7.1007085,-41.193653,-24.17877,-7.6393666,-39.11858,-23.736015,10.614506,-18.493904,-10.127656,-12.459862,-14.329229,-13.187872,9.317407,-3.4061007,-13.970856,-10.671835,1.5526488,-20.984684,11.416841,3.3147976,-14.358328,-12.649955,6.2109666,-21.681576,11.16475,1.5784209,-14.272036,-11.441237,6.3439007,-21.763397,9.01306,6.2541037,-25.426891,-10.833658,7.4239616,-24.808815,3.628531,6.029012,-3.717071,-6.6339297,7.2745357,6.207386,5.694745,42.784534,52.717747,-0.86822915,42.630722,46.67989,3.8030038,34.09944,57.232735,0.047572136,41.47343,50.03593,6.0855446,45.39391,49.463383,0.7168819,45.86677,40.83624,6.037943,45.42194,49.793083,1.0347106,46.203278,41.184795
333,0.46862426,-58.503525,-44.800884,-3.3412654,-63.39477,-44.60725,-3.091033,-62.52721,-43.06187,-1.968837,-62.73835,-43.13021,-6.5806417,-60.22679,-42.996765,-8.188321,-61.950275,-43.190914,-8.254846,-60.715275,-43.51215,-0.9235305,-62.91581,-36.22579,-8.053025,-58.98625,-29.685286,-3.7108188,-54.191742,-40.00762,-7.10076,-54.212364,-38.718815,7.8911204,-41.193913,-24.286642,-9.344843,-39.01751,-24.312113,9.33222,-18.494204,-11.280572,-12.399753,-14.28287,-13.934788,9.446901,-4.660157,-15.176537,-13.392062,0.70722306,-20.641254,10.21651,3.9695277,-15.712365,-11.732997,5.494897,-21.197643,9.949126,1.2938554,-14.639107,-11.8828335,7.132707,-22.454454,9.721568,6.2545156,-25.734732,-10.190967,7.017776,-24.511171,4.609478,6.4225225,-3.6318254,-5.0822525,5.0690203,5.075355,3.9661856,43.01736,51.697792,-1.3175017,41.657707,45.45869,3.8217425,34.027992,56.82171,-1.1879892,39.764996,50.11712,5.974094,45.641544,50.365,0.8082571,45.31813,40.872093,5.286587,44.73282,49.75724,0.70324636,45.330647,41.457443
334,-0.16051063,-58.059692,-44.915432,-3.817364,-62.31038,-43.566856,-1.6151603,-63.3992,-45.0559,-1.6381897,-64.891304,-43.28439,-7.567253,-59.47451,-43.87488,-7.6061807,-61.112415,-41.497776,-7.5874853,-60.89468,-43.510593,-0.15646224,-63.28541,-35.783443,-8.955944,-59.164772,-28.95862,-4.5097923,-53.10009,-41.794785,-6.0736365,-54.44472,-38.920017,6.443313,-42.17912,-24.954643,-9.420869,-39.38437,-23.1809,10.759211,-17.960714,-10.943334,-12.165382,-15.731373,-14.500796,10.665642,-5.395026,-11.377006,-10.511461,0.13179451,-22.691147,11.182619,4.181626,-12.971555,-13.024493,6.73526,-21.39667,11.321061,1.6353735,-13.242077,-9.922294,7.1271586,-21.81088,8.869597,6.4513354,-25.024347,-9.503642,5.660379,-24.664343,5.1349425,5.877601,-5.6133084,-4.87878,4.7455807,4.4029136,4.398238,41.993607,51.967743,-0.82318705,43.808407,49.0223,3.6645322,32.660004,56.047382,-2.5880237,41.791428,51.53599,5.996954,44.702858,49.155754,-0.27039966,45.9732,41.071636,7.005325,47.394516,50.952118,-0.7845448,44.84271,42.411224
335,0.9091241,-58.51507,-45.6487,-4.6423807,-62.49026,-42.43087,-2.2291243,-62.303917,-44.43239,-0.6695317,-63.708145,-42.967308,-7.4017015,-61.987694,-43.28447,-7.5097175,-62.270958,-42.538773,-8.876803,-59.681576,-41.957928,0.44438663,-64.87052,-35.804157,-8.152833,-57.737984,-29.198095,-1.2527233,-55.496113,-40.48399,-7.2972097,-52.41402,-39.516697,7.745752,-40.867325,-23.809593,-10.628797,-40.242744,-23.284597,10.453109,-16.915922,-12.0334215,-11.854187,-14.877391,-13.444937,10.876836,-5.9570117,-13.267103,-11.467645,0.16504365,-19.563187,11.459079,4.0159636,-16.015238,-12.693892,6.150431,-20.504778,8.122722,1.1964468,-14.219322,-11.80667,6.6844873,-22.04096,9.248389,5.7108383,-25.467215,-9.940201,5.7582035,-26.302355,4.251203,6.049733,-3.7946012,-7.5266523,5.806529,4.0143237,4.910013,43.37061,52.401535,-0.5697125,42.476837,47.671513,4.297849,34.454334,55.710075,-0.60559356,41.940277,51.281418,6.483013,45.264694,49.468925,0.4506669,46.44555,40.521576,6.1837378,45.444996,50.145866,-0.7606662,45.52377,42.700584
336,0.49200836,-58.58462,-45.177864,-4.2230325,-64.1509,-44.056545,-3.7151122,-63.05405,-43.442806,-3.8330107,-63.695892,-44.308273,-6.8263235,-61.105267,-44.15836,-8.631472,-61.64627,-42.466682,-10.612056,-61.330727,-43.383797,1.1987901,-63.842724,-35.692444,-7.377868,-58.259617,-29.267546,-2.3670409,-53.9322,-41.256157,-7.731015,-53.1149,-37.223007,7.300827,-41.817028,-25.404968,-9.007692,-39.35836,-23.144258,10.588612,-16.644863,-10.93155,-11.463092,-15.322641,-13.992053,11.332965,-5.3586397,-12.999614,-11.312125,2.7694225,-20.947844,10.767151,3.745703,-14.842664,-11.621212,5.940608,-21.841398,9.448417,1.9314907,-12.980498,-10.760412,6.168397,-23.49548,8.279977,6.5272727,-24.382435,-10.063691,6.3372903,-26.857826,6.3026,5.2354817,-3.8897977,-5.456681,6.8111286,6.1317244,5.151377,43.316048,51.824673,-1.4705439,42.094494,48.116905,2.393565,33.60344,58.115013,-1.3434086,41.117786,50.449783,5.18284,45.68733,51.34441,1.051201,46.912228,41.22434,4.57484,45.634605,49.065636,-0.24998784,44.615646,42.726772
